X1,X2,X3,y
4,15,81,1539
62,3,22,1430
79,88,44,7348
72,18,27,2430
14,89,0,0
95,15,93,10230
26,96,83,10126
39,83,87,10614
80,19,25,2475
0,81,23,1863
15,22,8,296
70,61,33,4323
26,47,54,3942
49,40,99,8811
43,28,33,2343
37,53,10,900
96,95,51,9741
79,77,21,3276
44,91,39,5265
62,46,8,864
35,51,89,7654
84,58,4,568
40,2,96,4032
58,10,31,2108
35,9,21,924
9,43,43,2236
73,29,41,4182
29,67,30,2880
77,19,66,6336
71,27,78,7644
65,69,17,2278
78,43,60,7260
77,70,79,11613
41,47,35,3080
34,38,25,1800
58,17,4,300
61,98,77,12243
21,68,26,2314
54,74,52,6656
27,17,83,3652
5,88,56,5208
72,13,12,1020
30,50,11,880
46,27,9,657
4,34,25,950
76,15,51,4641
57,7,51,3264
66,80,25,3650
52,92,57,8208
0,81,76,6156
5,70,64,4800
13,46,57,3363
54,83,61,8357
4,54,61,3538
63,95,22,3476
64,53,52,6084
98,49,57,8379
54,71,84,10500
11,90,58,5858
66,48,27,3078
0,22,53,1166
39,34,22,1606
75,52,10,1270
11,53,20,1280
25,32,80,4560
73,47,86,10320
61,22,70,5810
30,50,96,7680
59,58,29,3393
54,48,37,3774
45,60,71,7455
83,37,88,10560
66,69,54,7290
92,32,62,7688
37,13,74,3700
8,87,82,7790
77,59,25,3400
93,40,55,7315
51,93,5,720
79,63,20,2840
47,93,0,0
2,80,59,4838
78,63,30,4230
76,35,21,2331
39,36,84,6300
60,56,62,7192
68,77,73,10585
36,99,84,11340
2,86,65,5720
92,5,85,8245
96,42,96,13248
24,99,61,7503
11,94,33,3465
76,44,80,9600
8,86,35,3290
68,67,99,13365
99,82,33,5973
31,30,73,4453
94,17,1,111
31,86,46,5382
23,55,53,4134
70,40,80,8800
35,2,18,666
80,9,42,3738
62,4,96,6336
53,32,46,3910
29,28,34,1938
7,55,6,372
30,57,11,957
30,12,58,2436
76,26,90,9180
80,17,49,4753
54,99,92,14076
14,36,93,4650
29,36,37,2405
50,69,94,11186
66,35,79,7979
88,30,32,3776
98,28,74,9324
59,27,77,6622
41,31,81,5832
63,83,68,9928
43,60,36,3708
8,69,51,3927
76,92,40,6720
91,91,53,9646
76,16,59,5428
29,32,93,5673
35,29,92,5888
63,89,26,3952
73,98,28,4788
36,0,6,216
77,51,91,11648
24,60,92,7728
46,77,10,1230
63,22,95,8075
25,23,36,1728
67,96,4,652
11,84,78,7410
82,5,28,2436
41,59,70,7000
58,55,18,2034
16,33,75,3675
38,17,77,4235
31,2,10,330
77,42,82,9758
40,26,33,2178
4,52,38,2128
5,30,38,1330
55,3,39,2262
0,38,17,646
33,6,44,1716
86,8,97,9118
63,3,28,1848
57,88,31,4495
86,12,37,3626
53,51,43,4472
84,12,29,2784
53,61,54,6156
70,96,38,6308
33,64,83,8051
5,72,77,5929
60,18,9,702
56,46,3,306
56,25,32,2592
89,46,88,11880
78,91,44,7436
68,11,62,4898
79,37,82,9512
11,35,20,920
20,11,4,124
38,1,52,2028
38,38,72,5472
56,62,53,6254
94,6,66,6600
58,60,57,6726
32,68,18,1800
76,26,98,9996
49,93,35,4970
76,12,23,2024
14,79,24,2232
4,57,53,3233
0,56,10,560
17,69,28,2408
10,8,97,1746
83,93,11,1936
95,73,0,0
78,62,45,6300
56,73,80,10320
70,35,48,5040
63,74,30,4110
42,98,23,3220
89,60,95,14155
69,46,55,6325
59,8,76,5092
89,38,34,4318
41,3,58,2552
76,56,31,4092
68,63,91,11921
21,89,58,6380
91,72,2,326
56,65,2,242
91,45,91,12376
11,41,1,52
5,36,61,2501
95,52,95,13965
20,71,38,3458
84,83,35,5845
25,66,42,3822
95,13,77,8316
62,31,12,1116
91,34,68,8500
49,22,50,3550
2,44,41,1886
79,4,78,6474
64,46,12,1320
96,94,98,18620
72,29,88,8888
64,84,87,12876
64,87,86,12986
31,12,6,258
84,37,92,11132
1,63,40,2560
91,93,67,12328
90,97,50,9350
58,38,92,8832
53,83,36,4896
50,36,40,3440
84,10,85,7990
77,87,16,2624
74,18,31,2852
59,32,84,7644
71,26,85,8245
35,5,70,2800
72,28,84,8400
31,22,70,3710
6,42,83,3984
32,25,16,912
68,91,12,1908
22,72,42,3948
68,70,73,10074
25,39,67,4288
69,27,77,7392
14,60,27,1998
24,83,82,8774
39,17,18,1008
63,99,10,1620
34,21,88,4840
58,42,42,4200
69,76,52,7540
96,69,91,15015
19,50,36,2484
29,4,56,1848
92,46,13,1794
66,29,76,7220
8,81,17,1513
76,66,61,8662
75,80,47,7285
28,19,40,1880
37,77,34,3876
49,93,4,568
13,4,77,1309
69,48,44,5148
76,40,11,1276
26,11,6,222
46,6,6,312
71,94,33,5445
58,1,69,4071
91,81,9,1548
59,19,54,4212
35,12,17,799
69,62,18,2358
93,65,90,14220
75,32,68,7276
44,93,92,12604
29,12,52,2132
28,67,21,1995
90,40,64,8320
11,90,98,9898
95,9,77,8008
36,51,53,4611
74,38,94,10528
24,4,48,1344
81,82,57,9291
68,44,10,1120
18,16,66,2244
25,69,77,7238
33,19,59,3068
23,19,83,3486
17,39,95,5320
27,5,6,192
1,77,50,3900
72,17,87,7743
34,0,33,1122
66,93,78,12402
27,27,54,2916
52,44,47,4512
97,36,39,5187
25,78,96,9888
3,3,70,420
21,22,34,1462
62,66,21,2688
25,56,32,2592
67,22,4,356
61,76,14,1918
84,55,41,5699
68,13,27,2187
7,78,41,3485
95,20,39,4485
11,56,98,6566
47,8,87,4785
83,99,42,7644
35,31,9,594
28,55,45,3735
95,14,44,4796
19,31,63,3150
72,78,93,13950
80,46,16,2016
14,71,85,7225
24,64,41,3608
46,91,67,9179
26,58,26,2184
42,41,74,6142
34,55,37,3293
99,28,29,3683
55,16,86,6106
84,64,56,8288
16,9,99,2475
18,91,5,545
22,16,30,1140
8,27,30,1050
54,8,82,5084
21,38,84,4956
32,10,35,1470
51,20,58,4118
55,89,9,1296
82,67,3,447
53,37,35,3150
17,74,10,910
11,72,58,4814
51,33,86,7224
61,56,6,702
86,50,38,5168
4,0,48,192
27,42,60,4140
27,65,15,1380
94,90,87,16008
28,41,12,828
40,41,70,5670
22,11,69,2277
18,44,28,1736
58,44,26,2652
74,92,44,7304
92,32,25,3100
67,40,69,7383
49,26,85,6375
47,66,79,8927
28,41,92,6348
22,45,59,3953
45,85,76,9880
56,30,55,4730
58,66,40,4960
27,26,45,2385
83,29,10,1120
21,93,71,8094
39,88,13,1651
21,21,13,546
34,30,37,2368
11,14,40,1000
46,37,47,3901
50,28,27,2106
84,43,23,2921
3,69,93,6696
46,55,64,6464
87,60,12,1764
87,0,53,4611
76,3,55,4345
25,45,24,1680
4,88,16,1472
42,18,8,480
33,98,0,0
92,90,81,14742
24,74,93,9114
11,25,67,2412
2,18,67,1340
76,19,90,8550
32,28,95,5700
20,9,30,870
92,62,65,10010
90,59,88,13112
77,3,60,4800
25,28,18,954
66,83,65,9685
61,58,71,8449
42,48,44,3960
95,85,57,10260
11,36,83,3901
41,25,72,4752
0,47,68,3196
59,55,51,5814
60,72,11,1452
39,2,73,2993
44,28,83,5976
1,91,41,3772
8,86,23,2162
29,5,62,2108
37,32,79,5451
9,21,96,2880
38,27,66,4290
85,93,46,8188
24,12,88,3168
85,37,55,6710
20,57,19,1463
84,52,14,1904
70,73,34,4862
88,49,7,959
98,86,77,14168
40,18,96,5568
68,51,59,7021
87,23,66,7260
17,45,89,5518
83,63,60,8760
38,91,33,4257
10,10,81,1620
32,36,62,4216
19,17,17,612
44,63,68,7276
94,76,76,12920
95,59,23,3542
10,84,35,3290
37,45,66,5412
22,55,56,4312
76,23,3,297
71,72,95,13585
83,36,50,5950
75,20,70,6650
91,50,71,10011
51,89,93,13020
66,10,57,4332
15,79,85,7990
91,80,88,15048
22,35,1,57
18,60,64,4992
12,47,15,885
81,46,33,4191
9,81,47,4230
65,0,63,4095
76,3,11,869
33,20,10,530
21,67,39,3432
82,31,70,7910
77,4,38,3078
28,76,68,7072
20,99,17,2023
91,94,52,9620
44,33,5,385
86,86,90,15480
28,85,52,5876
10,38,53,2544
75,24,22,2178
71,18,58,5162
3,21,59,1416
91,65,40,6240
57,29,92,7912
7,15,26,572
61,7,87,5916
2,93,17,1615
57,68,25,3125
23,51,61,4514
80,93,28,4844
15,74,66,5874
10,23,48,1584
87,60,31,4557
66,90,3,468
10,90,77,7700
35,95,80,10400
70,91,64,10304
3,0,35,105
4,82,49,4214
3,61,63,4032
55,74,20,2580
94,84,40,7120
39,9,51,2448
92,45,25,3425
10,34,34,1496
52,37,22,1958
25,7,0,0
54,54,1,108
94,99,28,5404
62,30,21,1932
34,31,47,3055
51,98,73,10877
92,87,14,2506
8,68,82,6232
73,22,87,8265
48,29,25,1925
14,47,41,2501
80,37,85,9945
27,83,71,7810
23,72,93,8835
37,11,99,4752
47,14,92,5612
64,82,56,8176
35,41,75,5700
6,29,64,2240
48,49,83,8051
54,5,37,2183
62,48,13,1430
67,15,9,738
82,77,81,12879
14,11,2,50
54,93,28,4116
97,20,55,6435
54,97,36,5436
27,8,93,3255
75,51,93,11718
70,2,14,1008
15,26,79,3239
59,7,23,1518
43,9,15,780
98,89,57,10659
82,66,70,10360
14,86,0,0
57,10,77,5159
82,19,35,3535
97,24,58,7018
74,58,2,264
45,99,92,13248
57,0,6,342
64,34,65,6370
39,70,46,5014
37,36,16,1168
78,33,74,8214
66,21,95,8265
98,32,59,7670
8,89,50,4850
27,65,46,4232
69,78,67,9849
73,53,17,2142
65,77,27,3834
93,44,25,3425
44,19,21,1323
4,17,43,903
87,11,61,5978
61,3,57,3648
9,56,84,5460
64,57,60,7260
45,84,49,6321
86,84,92,15640
60,1,56,3416
78,44,51,6222
35,48,8,664
73,58,30,3930
41,94,33,4455
93,6,16,1584
6,26,97,3104
96,35,72,9432
2,44,98,4508
9,56,99,6435
59,63,9,1098
31,9,29,1160
63,94,58,9106
52,50,37,3774
6,57,27,1701
80,79,17,2703
89,99,49,9212
78,39,12,1404
74,77,72,10872
87,38,34,4250
47,52,68,6732
88,70,77,12166
97,3,91,9100
44,25,56,3864
24,86,84,9240
24,10,29,986
6,59,34,2210
8,58,85,5610
97,12,59,6431
22,60,10,820
79,27,17,1802
88,10,58,5684
63,12,38,2850
14,51,88,5720
63,51,9,1026
16,66,52,4264
59,69,48,6144
25,93,24,2832
22,16,70,2660
27,38,51,3315
65,32,80,7760
67,77,92,13248
8,85,65,6045
44,54,67,6566
30,71,20,2020
68,77,27,3915
20,9,71,2059
60,39,25,2475
16,26,68,2856
13,56,59,4071
29,91,45,5400
64,33,81,7857
5,76,45,3645
21,33,92,4968
63,60,21,2583
20,19,1,39
22,98,35,4200
4,72,52,3952
63,38,89,8989
68,1,12,828
53,41,96,9024
84,65,66,9834
33,1,96,3264
25,15,57,2280
36,96,1,132
72,11,63,5229
61,59,76,9120
78,97,67,11725
34,97,96,12576
60,0,6,360
62,6,31,2108
8,89,76,7372
41,11,83,4316
46,35,68,5508
74,99,89,15397
40,26,29,1914
92,6,43,4214
98,46,2,288
65,10,13,975
23,96,28,3332
71,96,58,9686
17,82,15,1485
17,41,96,5568
64,12,81,6156
82,96,96,17088
70,80,68,10200
12,87,41,4059
93,97,49,9310
5,17,93,2046
39,17,29,1624
69,85,60,9240
40,41,3,243
49,87,12,1632
83,26,79,8611
22,59,49,3969
63,28,89,8099
64,26,81,7290
54,55,26,2834
76,58,69,9246
36,70,14,1484
89,13,42,4284
85,72,62,9734
29,49,26,2028
61,59,56,6720
33,92,13,1625
54,99,41,6273
30,50,29,2320
19,42,55,3355
12,30,75,3150
5,8,26,338
67,42,25,2725
38,16,69,3726
36,32,0,0
10,50,5,300
60,9,74,5106
60,36,24,2304
3,27,67,2010
7,74,35,2835
13,55,81,5508
93,36,43,5547
54,33,96,8352
29,9,19,722
25,14,17,663
12,57,81,5589
26,68,92,8648
47,10,70,3990
52,40,45,4140
22,89,8,888
56,32,40,3520
78,34,0,0
94,0,55,5170
87,30,31,3627
0,39,86,3354
21,12,42,1386
62,80,57,8094
21,21,3,126
19,91,62,6820
69,21,80,7200
31,49,22,1760
60,84,30,4320
59,9,19,1292
26,82,62,6696
70,40,46,5060
66,25,78,7098
83,3,3,258
21,70,34,3094
49,41,0,0
27,93,20,2400
75,0,64,4800
81,69,21,3150
74,16,90,8100
61,2,8,504
11,72,9,747
20,49,3,207
40,84,95,11780
26,65,10,910
34,27,71,4331
93,65,64,10112
94,47,48,6768
58,87,17,2465
30,54,94,7896
60,30,6,540
93,87,46,8280
53,64,2,234
56,67,50,6150
10,20,28,840
8,41,64,3136
22,8,85,2550
55,11,41,2706
8,47,8,440
50,21,81,5751
69,74,84,12012
32,17,60,2940
82,79,11,1771
62,86,83,12284
59,95,33,5082
0,19,6,114
13,26,42,1638
96,34,20,2600
6,64,88,6160
88,17,85,8925
35,61,37,3552
87,42,61,7869
5,27,54,1728
33,39,53,3816
71,82,88,13464
65,90,69,10695
31,91,62,7564
11,31,67,2814
31,4,73,2555
8,6,78,1092
50,42,31,2852
43,59,27,2754
18,19,36,1332
92,88,32,5760
84,38,83,10126
50,24,43,3182
60,50,75,8250
53,83,81,11016
41,6,30,1410
0,96,90,8640
80,75,79,12245
73,84,64,10048
86,97,43,7869
1,72,1,73
59,2,15,915
25,95,6,720
37,5,90,3780
23,14,40,1480
67,84,3,453
36,78,70,7980
92,8,38,3800
14,22,52,1872
31,14,26,1170
80,21,46,4646
0,50,73,3650
24,58,44,3608
52,34,70,6020
37,47,69,5796
53,38,33,3003
40,0,28,1120
74,57,38,4978
23,77,65,6500
38,97,15,2025
75,97,20,3440
54,50,3,312
75,96,93,15903
81,32,50,5650
47,25,8,576
10,68,78,6084
55,39,50,4700
40,77,2,234
80,16,82,7872
39,16,23,1265
49,53,22,2244
75,72,82,12054
75,5,72,5760
4,6,26,260
35,25,19,1140
54,51,21,2205
85,15,76,7600
9,35,16,704
86,41,89,11303
97,32,87,11223
70,10,66,5280
23,74,21,2037
90,11,7,707
79,83,95,15390
53,79,83,10956
11,77,82,7216
47,16,68,4284
41,55,98,9408
20,38,15,870
75,22,54,5238
49,62,94,10434
79,34,11,1243
40,54,90,8460
87,21,35,3780
78,16,50,4700
89,6,54,5130
94,77,73,12483
97,73,97,16490
97,75,81,13932
62,67,19,2451
16,63,45,3555
23,95,21,2478
40,28,1,68
62,38,66,6600
37,56,1,93
61,86,48,7056
40,86,33,4158
3,16,48,912
35,7,70,2940
72,87,49,7791
37,78,23,2645
67,33,24,2400
1,0,12,12
80,47,74,9398
54,26,46,3680
41,74,62,7130
4,41,15,675
9,57,54,3564
74,79,16,2448
82,47,60,7740
19,54,24,1752
55,39,9,846
74,19,28,2604
2,49,82,4182
74,57,78,10218
13,80,89,8277
81,18,90,8910
31,78,47,5123
83,0,75,6225
25,1,76,1976
18,30,94,4512
27,88,16,1840
27,96,54,6642
24,80,74,7696
12,60,96,6912
31,83,81,9234
72,38,50,5500
4,85,95,8455
29,68,24,2328
4,69,36,2628
44,51,24,2280
89,38,20,2540
58,3,89,5429
47,79,13,1638
97,18,12,1380
63,1,71,4544
98,32,3,390
15,24,77,3003
76,33,22,2398
68,51,74,8806
33,6,4,156
38,34,5,360
55,54,4,436
11,90,15,1515
77,39,22,2552
72,53,26,3250
67,64,4,524
38,3,17,697
84,40,27,3348
68,42,48,5280
49,28,34,2618
4,11,56,840
94,29,84,10332
20,14,83,2822
88,36,19,2356
82,5,44,3828
50,15,85,5525
54,42,38,3648
58,15,86,6278
54,72,73,9198
47,13,23,1380
60,27,3,261
79,90,21,3549
56,32,80,7040
40,26,81,5346
15,15,0,0
97,44,79,11139
6,88,67,6298
18,22,21,840
9,54,67,4221
47,82,40,5160
88,99,75,14025
6,47,23,1219
50,49,71,7029
57,64,90,10890
59,61,80,9600
46,23,69,4761
67,54,43,5203
15,17,30,960
33,56,36,3204
67,65,86,11352
66,59,41,5125
3,22,24,600
90,1,73,6643
53,67,73,8760
39,20,95,5605
95,57,27,4104
72,19,73,6643
57,57,82,9348
10,78,88,7744
61,50,21,2331
16,89,77,8085
31,8,60,2340
0,90,25,2250
98,67,42,6930
5,9,64,896
7,97,21,2184
95,37,69,9108
87,12,24,2376
24,67,30,2730
90,50,44,6160
9,78,36,3132
50,62,14,1568
64,54,21,2478
65,35,26,2600
37,37,29,2146
2,91,14,1302
12,95,95,10165
94,38,81,10692
55,96,11,1661
61,98,10,1590
6,17,41,943
1,80,74,5994
26,99,92,11500
95,5,53,5300
90,21,45,4995
40,63,70,7210
64,61,58,7250
82,24,29,3074
43,50,67,6231
34,41,44,3300
54,43,91,8827
38,9,83,3901
37,33,23,1610
67,41,85,9180
12,86,28,2744
97,60,55,8635
29,27,68,3808
41,11,48,2496
84,1,46,3910
20,92,22,2464
48,33,75,6075
29,12,7,287
69,7,32,2432
39,49,87,7656
44,76,10,1200
76,47,56,6888
65,25,26,2340
71,55,80,10080
17,82,61,6039
47,7,2,108
90,21,81,8991
3,10,37,481
18,68,72,6192
62,5,98,6566
94,11,53,5565
92,29,38,4598
47,72,56,6664
26,74,46,4600
42,99,17,2397
88,74,72,11664
71,26,99,9603
57,31,21,1848
83,82,13,2145
20,21,17,697
15,0,84,1260
84,37,80,9680
69,3,91,6552
62,7,82,5658
65,67,2,264
80,26,9,954
85,45,28,3640
36,17,24,1272
27,93,25,3000
40,63,97,9991
6,61,60,4020
67,50,66,7722
90,16,94,9964
60,95,64,9920
54,30,6,504
54,18,33,2376
88,33,38,4598
84,93,86,15222
31,58,69,6141
58,33,74,6734
10,76,88,7568
44,67,89,9879
9,89,99,9702
17,95,19,2128
41,63,14,1456
34,9,41,1763
24,99,45,5535
19,22,2,82
11,19,46,1380
52,65,94,10998
64,88,5,760
18,74,95,8740
56,92,15,2220
30,43,54,3942
50,67,50,5850
1,9,2,20
89,88,48,8496
13,71,21,1764
80,38,73,8614
48,70,29,3422
14,16,25,750
85,38,4,492
58,74,10,1320
0,20,67,1340
13,62,38,2850
93,94,44,8228
88,73,14,2254
67,67,0,0
74,76,83,12450
74,2,85,6460
43,6,79,3871
6,63,99,6831
70,11,67,5427
53,37,8,720
40,69,24,2616
74,57,56,7336
42,52,47,4418
25,35,95,5700
4,90,99,9306
90,42,61,8052
51,83,69,9246
88,98,75,13950
74,23,6,582
40,32,2,144
19,9,92,2576
96,88,91,16744
10,70,70,5600
50,72,0,0
86,95,58,10498
46,27,97,7081
78,56,77,10318
32,57,16,1424
28,81,57,6213
41,74,36,4140
45,19,80,5120
92,53,94,13630
72,90,24,3888
54,70,89,11036
52,29,78,6318
79,66,25,3625
2,77,94,7426
83,10,1,93
43,3,12,552
67,50,33,3861
6,22,27,756
66,78,55,7920
46,33,14,1106
35,51,18,1548
96,12,43,4644
63,78,23,3243
47,40,23,2001
82,25,98,10486
68,54,39,4758
24,26,93,4650
25,62,34,2958
98,26,53,6572
26,85,52,5772
69,39,60,6480
20,6,37,962
9,25,38,1292
98,64,96,15552
1,37,52,1976
62,4,18,1188
66,3,20,1380
26,98,30,3720
83,16,84,8316
97,5,56,5712
49,35,13,1092
40,65,23,2415
31,74,13,1365
70,38,96,10368
34,21,71,3905
71,0,88,6248
23,64,70,6090
7,65,7,504
41,78,93,11067
23,36,63,3717
44,0,62,2728
33,11,17,748
52,36,60,5280
91,12,80,8240
49,69,26,3068
8,6,87,1218
43,57,19,1900
28,82,48,5280
24,48,80,5760
28,82,17,1870
85,57,93,13206
83,19,93,9486
39,2,44,1804
27,13,33,1320
80,83,42,6846
47,52,4,396
85,43,28,3584
13,38,69,3519
70,76,35,5110
45,4,80,3920
93,52,24,3480
30,31,68,4148
68,68,21,2856
96,56,71,10792
73,81,67,10318
69,33,88,8976
22,82,6,624
54,32,18,1548
39,27,37,2442
16,68,44,3696
50,31,0,0
45,78,59,7257
60,95,68,10540
21,96,5,585
35,33,66,4488
5,95,82,8200
20,26,16,736
43,53,83,7968
40,59,20,1980
24,55,66,5214
63,13,2,152
30,26,97,5432
31,82,52,5876
89,1,96,8640
65,70,63,8505
31,23,83,4482
70,56,84,10584
29,62,61,5551
87,2,68,6052
92,77,73,12337
3,25,36,1008
21,42,76,4788
73,21,82,7708
4,23,26,702
17,97,48,5472
36,18,37,1998
1,69,38,2660
82,88,30,5100
24,61,66,5610
50,22,63,4536
71,3,87,6438
6,98,27,2808
5,35,0,0
95,17,77,8624
66,80,11,1606
57,15,14,1008
74,79,40,6120
58,51,32,3488
90,73,32,5216
71,50,78,9438
58,86,29,4176
11,25,54,1944
55,13,33,2244
27,49,21,1596
58,44,53,5406
1,75,82,6232
21,19,93,3720
58,30,49,4312
52,38,72,6480
78,64,28,3976
77,64,5,705
54,2,29,1624
40,15,94,5170
36,13,26,1274
88,91,74,13246
80,49,57,7353
7,83,84,7560
75,61,61,8296
15,6,79,1659
25,3,17,476
33,11,88,3872
50,11,61,3721
84,28,97,10864
21,53,60,4440
83,24,51,5457
86,89,34,5950
15,50,74,4810
93,13,5,530
74,67,95,13395
29,76,62,6510
73,17,56,5040
76,24,97,9700
12,50,91,5642
17,63,94,7520
6,35,4,164
57,26,54,4482
97,31,15,1920
14,81,48,4560
46,99,56,8120
7,19,23,598
98,73,17,2907
40,78,89,10502
40,82,82,10004
40,44,28,2352
5,56,85,5185
94,47,3,423
14,46,40,2400
6,30,79,2844
22,34,53,2968
1,96,93,9021
15,0,40,600
43,0,40,1720
80,19,26,2574
71,38,80,8720
52,25,72,5544
9,33,48,2016
1,82,17,1411
92,81,37,6401
60,68,10,1280
38,0,4,152
48,49,26,2522
0,57,73,4161
22,78,95,9500
70,73,9,1287
94,30,1,124
7,47,24,1296
17,11,29,812
4,91,28,2660
91,69,64,10240
17,5,79,1738
57,74,72,9432
53,35,35,3080
58,57,94,10810
99,92,18,3438
32,32,2,128
27,2,88,2552
92,76,10,1680
78,12,90,8100
43,25,71,4828
87,0,54,4698
38,33,69,4899
16,24,36,1440
22,96,59,6962
5,18,14,322
67,32,11,1089
59,75,35,4690
26,22,19,912
78,21,16,1584
42,99,30,4230
61,40,40,4040
69,99,61,10248
34,0,25,850
0,26,70,1820
9,45,98,5292
80,44,88,10912
82,5,63,5481
78,62,54,7560
87,39,82,10332
74,48,34,4148
92,91,96,17568
4,88,28,2576
34,52,36,3096
16,39,39,2145
64,77,7,987
7,51,27,1566
39,89,94,12032
51,63,25,2850
65,37,34,3468
46,62,88,9504
3,31,26,884
49,29,10,780
33,43,90,6840
45,33,80,6240
21,26,37,1739
48,27,64,4800
63,28,81,7371
10,83,47,4371
57,82,20,2780
51,17,43,2924
25,95,60,7200
53,37,89,8010
53,86,54,7506
13,33,25,1150
55,99,96,14784
89,68,6,942
66,7,67,4891
72,94,20,3320
38,53,95,8645
6,15,26,546
71,53,56,6944
28,36,50,3200
63,68,30,3930
99,57,16,2496
29,24,96,5088
63,2,24,1560
62,64,41,5166
59,1,56,3360
67,64,27,3537
28,69,9,873
16,18,69,2346
70,0,64,4480
47,91,17,2346
21,40,74,4514
89,16,5,525
77,52,11,1419
28,8,60,2160
94,38,39,5148
98,55,74,11322
31,42,52,3796
53,72,29,3625
49,80,25,3225
58,75,2,266
25,58,81,6723
61,29,33,2970
82,69,71,10721
70,91,5,805
73,80,56,8568
81,98,17,3043
18,7,10,250
61,55,66,7656
12,87,87,8613
57,82,18,2502
76,42,6,708
84,63,86,12642
68,91,25,3975
51,64,26,2990
90,54,31,4464
88,57,16,2320
98,67,70,11550
36,69,24,2520
42,21,12,756
28,43,99,7029
28,80,22,2376
78,72,9,1350
18,67,72,6120
32,8,96,3840
41,51,35,3220
37,94,80,10480
24,38,64,3968
32,42,59,4366
62,51,78,8814
15,97,94,10528
67,89,65,10140
38,20,74,4292
78,36,9,1026
15,35,8,400
91,61,69,10488
10,71,59,4779
3,90,7,651
1,92,72,6696
25,73,2,196
8,66,70,5180
46,70,68,7888
1,40,91,3731
63,37,39,3900
69,23,61,5612
80,43,77,9471
10,57,36,2412
89,96,12,2220
76,34,99,10890
48,19,61,4087
50,7,53,3021
17,76,97,9021
11,15,70,1820
64,6,99,6930
73,71,87,12528
83,65,36,5328
57,31,17,1496
77,86,20,3260
46,96,38,5396
80,82,37,5994
56,66,35,4270
82,46,28,3584
71,78,55,8195
5,33,61,2318
19,80,50,4950
35,43,72,5616
71,35,77,8162
25,21,41,1886
35,16,43,2193
70,0,73,5110
77,96,26,4498
48,28,71,5396
72,43,72,8280
63,22,1,85
41,96,92,12604
81,74,78,12090
33,33,83,5478
0,7,32,224
82,19,3,303
64,33,82,7954
89,82,65,11115
87,40,14,1778
63,87,19,2850
36,33,60,4140
85,6,57,5187
68,61,65,8385
94,41,95,12825
22,65,88,7656
91,71,51,8262
21,23,57,2508
15,98,50,5650
91,36,85,10795
89,96,13,2405
33,35,32,2176
2,99,76,7676
42,33,88,6600
25,46,33,2343
59,19,31,2418
24,54,37,2886
53,4,7,399
61,30,42,3822
40,70,58,6380
90,49,73,10147
34,35,82,5658
70,62,57,7524
8,38,26,1196
10,25,98,3430
28,28,8,448
59,39,23,2254
99,38,42,5754
90,43,59,7847
64,33,82,7954
15,8,83,1909
26,76,76,7752
81,95,32,5632
18,32,97,4850
77,9,80,6880
6,94,93,9300
70,95,33,5445
13,0,71,923
78,96,98,17052
7,63,74,5180
21,46,66,4422
35,59,78,7332
22,35,32,1824
65,67,99,13068
88,76,33,5412
78,77,25,3875
51,65,81,9396
88,51,17,2363
13,13,39,1014
92,58,86,12900
96,52,78,11544
39,48,59,5133
30,90,34,4080
86,29,64,7360
25,63,45,3960
51,90,68,9588
40,90,28,3640
5,85,31,2790
68,6,98,7252
49,87,44,5984
99,91,23,4370
18,26,87,3828
37,68,12,1260
51,22,59,4307
62,81,25,3575
53,27,37,2960
18,12,9,270
34,49,78,6474
51,23,32,2368
2,43,93,4185
40,98,97,13386
39,1,22,880
5,14,78,1482
17,98,62,7130
50,90,92,12880
70,77,6,882
33,71,90,9360
90,13,55,5665
83,35,8,944
90,36,90,11340
74,78,6,912
35,89,80,9920
81,79,95,15200
26,25,78,3978
3,25,53,1484
63,17,58,4640
44,66,60,6600
10,35,74,3330
61,39,10,1000
87,18,84,8820
85,42,35,4445
22,20,13,546
65,90,48,7440
78,72,59,8850
1,90,18,1638
47,84,63,8253
90,41,97,12707
83,5,77,6776
56,95,0,0
80,11,33,3003
17,82,73,7227
90,68,95,15010
11,4,36,540
45,72,94,10998
17,60,88,6776
70,16,73,6278
3,4,1,7
49,12,30,1830
57,93,24,3600
56,52,57,6156
6,41,22,1034
17,90,60,6420
2,84,79,6794
3,58,29,1769
37,84,67,8107
95,40,89,12015
32,55,38,3306
14,48,49,3038
2,99,25,2525
7,3,75,750
78,39,80,9360
42,61,76,7828
30,13,28,1204
9,20,61,1769
95,21,17,1972
80,72,96,14592
77,30,26,2782
6,25,96,2976
20,17,35,1295
77,96,81,14013
17,56,50,3650
92,99,42,8022
72,60,48,6336
88,57,9,1305
10,58,49,3332
61,30,13,1183
39,58,73,7081
73,74,13,1911
35,58,59,5487
10,22,9,288
54,65,13,1547
3,27,77,2310
99,5,14,1456
29,73,98,9996
69,81,51,7650
54,87,22,3102
7,1,14,112
56,28,36,3024
44,56,29,2900
77,26,10,1030
63,25,46,4048
16,71,4,348
11,49,4,240
63,82,55,7975
76,74,94,14100
33,16,31,1519
78,62,21,2940
4,47,37,1887
59,2,42,2562
2,71,34,2482
62,8,99,6930
68,2,66,4620
83,24,54,5778
8,32,5,200
4,67,60,4260
4,3,98,686
20,89,84,9156
47,68,40,4600
19,31,13,650
12,10,9,198
79,26,86,9030
54,19,40,2920
42,19,90,5490
75,48,50,6150
45,3,72,3456
76,31,15,1605
44,49,23,2139
23,31,25,1350
38,2,16,640
18,58,56,4256
